"Bairro","preco","Data","Dormitorios"
"SAPOPEMBA","4961 ",2018-10-01,"3"
"SAÚDE","8135 ",2018-10-01,"3"
"TATUAPÉ","7142 ",2018-10-01,"3"
"TUCURUVI","6315 ",2018-10-01,"3"
"VILA ANDRADE","5969 ",2018-10-01,"3"
"VILA CARRÃO","6803 ",2018-10-01,"3"
"VILA CLEMENTINO","9366 ",2018-10-01,"3"
"VILA FORMOSA","6416 ",2018-10-01,"3"
"VILA LEOPOLDINA","9614 ",2018-10-01,"3"
"VILA MARIA","6904 ",2018-10-01,"3"
"VILA MARIANA","9329 ",2018-10-01,"3"
"VILA MASCOTE","7921 ",2018-10-01,"3"
"VILA NOVA CONCEIÇÃO","15654 ",2018-10-01,"3"
"VILA OLÍMPIA","10571 ",2018-10-01,"3"
"VILA PRUDENTE","6580 ",2018-10-01,"3"
"VILA ROMANA","10095 ",2018-10-01,"3"
"VILA SÔNIA","6424 ",2018-10-01,"3"
"ACLIMAÇÃO","8675 ",2019-10-01,"3"
"ALTO DA BOA VISTA","8310 ",2019-10-01,"3"
"BARRA FUNDA","8859 ",2019-10-01,"3"
"BELA VISTA","7892 ",2019-10-01,"3"
"BELÉM","6809 ",2019-10-01,"3"
"BRÁS","6695 ",2019-10-01,"3"
"BROOKLIN PAULISTA",NA,2019-10-01,"3"
"BUTANTÃ","6094 ",2019-10-01,"3"
"CAMPO BELO","9309 ",2019-10-01,"3"
"CAMPO GRANDE","6203 ",2019-10-01,"3"
"CAMPO LIMPO","4582 ",2019-10-01,"3"
"CANGAÍBA","4777 ",2019-10-01,"3"
"CASA VERDE","6546 ",2019-10-01,"3"
"CENTRO","5790 ",2019-10-01,"3"
"CHÁCARA KLABIN","9626 ",2019-10-01,"3"
"CONSOLAÇÃO","8608 ",2019-10-01,"3"
"FREGUESIA DO Ó","6333 ",2019-10-01,"3"
"HIGIENÓPOLIS","9520 ",2019-10-01,"3"
"INTERLAGOS","6039 ",2019-10-01,"3"
"IPIRANGA","7996 ",2019-10-01,"3"
"ITAIM BIBI","11857 ",2019-10-01,"3"
"ITAIM PAULISTA","3863 ",2019-10-01,"3"
"ITAQUERA","4473 ",2019-10-01,"3"
"JABAQUARA","6575 ",2019-10-01,"3"
"JAGUARÉ","6369 ",2019-10-01,"3"
"JARDIM AMÉRICA","11799 ",2019-10-01,"3"
"JARDIM MARAJOARA","6502 ",2019-10-01,"3"
"JARDIM PAULISTA","10445 ",2019-10-01,"3"
"JARDIM SAÚDE","7257 ",2019-10-01,"3"
"JARDINS","10561 ",2019-10-01,"3"
"LAPA",NA,2019-10-01,"3"
"LIMÃO","6325 ",2019-10-01,"3"
"MOEMA","10709 ",2019-10-01,"3"
"MOOCA",NA,2019-10-01,"3"
"MORUMBI","5941 ",2019-10-01,"3"
"PANAMBY","7073 ",2019-10-01,"3"
"PARAÍSO","9230 ",2019-10-01,"3"
"PENHA","5864 ",2019-10-01,"3"
"PERDIZES","9170 ",2019-10-01,"3"
"PINHEIROS","10297 ",2019-10-01,"3"
"PIRITUBA","6094 ",2019-10-01,"3"
"POMPÉIA","9602 ",2019-10-01,"3"
"REAL PARQUE","6484 ",2019-10-01,"3"
"SACOMÃ","5619 ",2019-10-01,"3"
"SANTA CECÍLIA","8451 ",2019-10-01,"3"
"SANTANA","6880 ",2019-10-01,"3"
"SÃO MATEUS","4313 ",2019-10-01,"3"
"SÃO MIGUEL PAULISTA","4376 ",2019-10-01,"3"
"SAPOPEMBA","5168 ",2019-10-01,"3"
"SAÚDE","8294 ",2019-10-01,"3"
"TATUAPÉ","7242 ",2019-10-01,"3"
"TUCURUVI","6303 ",2019-10-01,"3"
"VILA ANDRADE","6030 ",2019-10-01,"3"
"VILA CARRÃO","6790 ",2019-10-01,"3"
"VILA CLEMENTINO","9443 ",2019-10-01,"3"
"VILA FORMOSA","6500 ",2019-10-01,"3"
"VILA LEOPOLDINA","9644 ",2019-10-01,"3"
"VILA MARIA","6967 ",2019-10-01,"3"
"VILA MARIANA","9497 ",2019-10-01,"3"
"VILA MASCOTE","8067 ",2019-10-01,"3"
"VILA NOVA CONCEIÇÃO","16076 ",2019-10-01,"3"
"VILA OLÍMPIA","10794 ",2019-10-01,"3"
"VILA PRUDENTE","6664 ",2019-10-01,"3"
"VILA ROMANA","10065 ",2019-10-01,"3"
"VILA SÔNIA","6471 ",2019-10-01,"3"
"ACLIMAÇÃO","9294 ",2018-10-01,"4"
"ALTO DA BOA VISTA","8133 ",2018-10-01,"4"
"BARRA FUNDA","9050 ",2018-10-01,"4"
"BELA VISTA","7870 ",2018-10-01,"4"
"BELÉM","6309 ",2018-10-01,"4"
"BRÁS",NA,2018-10-01,"4"
"BROOKLIN PAULISTA","10004 ",2018-10-01,"4"
"BUTANTÃ","6360 ",2018-10-01,"4"
"CAMPO BELO","9691 ",2018-10-01,"4"
"CAMPO GRANDE","7051 ",2018-10-01,"4"
"CAMPO LIMPO",NA,2018-10-01,"4"
"CANGAÍBA",NA,2018-10-01,"4"
"CASA VERDE","6925 ",2018-10-01,"4"
"CENTRO","6199 ",2018-10-01,"4"
"CHÁCARA KLABIN","10335 ",2018-10-01,"4"
"CONSOLAÇÃO","10140 ",2018-10-01,"4"
"FREGUESIA DO Ó","5340 ",2018-10-01,"4"
"HIGIENÓPOLIS","10186 ",2018-10-01,"4"
"INTERLAGOS","6894 ",2018-10-01,"4"
"IPIRANGA","8213 ",2018-10-01,"4"
"ITAIM BIBI","13711 ",2018-10-01,"4"
"ITAIM PAULISTA",NA,2018-10-01,"4"
"ITAQUERA",NA,2018-10-01,"4"
"JABAQUARA","7561 ",2018-10-01,"4"
"JAGUARÉ","7189 ",2018-10-01,"4"
"JARDIM AMÉRICA","12587 ",2018-10-01,"4"
"JARDIM MARAJOARA","7314 ",2018-10-01,"4"
"JARDIM PAULISTA","11677 ",2018-10-01,"4"
"JARDIM SAÚDE","6222 ",2018-10-01,"4"
"JARDINS","11926 ",2018-10-01,"4"
"LAPA",NA,2018-10-01,"4"
"LIMÃO",NA,2018-10-01,"4"
"MOEMA","10836 ",2018-10-01,"4"
"MOOCA","6754 ",2018-10-01,"4"
"MORUMBI","5255 ",2018-10-01,"4"
"PANAMBY","7198 ",2018-10-01,"4"
"PARAÍSO","11420 ",2018-10-01,"4"
"PENHA","3939 ",2018-10-01,"4"
"PERDIZES","10323 ",2018-10-01,"4"
"PINHEIROS","11036 ",2018-10-01,"4"
"PIRITUBA","7607 ",2018-10-01,"4"
"POMPÉIA","10274 ",2018-10-01,"4"
"REAL PARQUE","6334 ",2018-10-01,"4"
"SACOMÃ","7354 ",2018-10-01,"4"
"SANTA CECÍLIA","9604 ",2018-10-01,"4"
"SANTANA","7580 ",2018-10-01,"4"
"SÃO MATEUS",NA,2018-10-01,"4"
"SÃO MIGUEL PAULISTA",NA,2018-10-01,"4"
"SAPOPEMBA",NA,2018-10-01,"4"
"SAÚDE","8572 ",2018-10-01,"4"
"TATUAPÉ","7275 ",2018-10-01,"4"
"TUCURUVI","5319 ",2018-10-01,"4"
"VILA ANDRADE","5516 ",2018-10-01,"4"
"VILA CARRÃO","6098 ",2018-10-01,"4"
"VILA CLEMENTINO","9656 ",2018-10-01,"4"
"VILA FORMOSA","5431 ",2018-10-01,"4"
"VILA LEOPOLDINA","9949 ",2018-10-01,"4"
"VILA MARIA","7975 ",2018-10-01,"4"
"VILA MARIANA","10863 ",2018-10-01,"4"
"VILA MASCOTE","8210 ",2018-10-01,"4"
"VILA NOVA CONCEIÇÃO","19126 ",2018-10-01,"4"
"VILA OLÍMPIA","13528 ",2018-10-01,"4"
"VILA PRUDENTE","6823 ",2018-10-01,"4"
"VILA ROMANA","10518 ",2018-10-01,"4"
"VILA SÔNIA","5445 ",2018-10-01,"4"
"ACLIMAÇÃO","9535 ",2019-10-01,"4"
"ALTO DA BOA VISTA","8252 ",2019-10-01,"4"
"BARRA FUNDA","9331 ",2019-10-01,"4"
"BELA VISTA","7740 ",2019-10-01,"4"
"BELÉM","7606 ",2019-10-01,"4"
"BRÁS","6326 ",2019-10-01,"4"
"BROOKLIN PAULISTA",NA,2019-10-01,"4"
"BUTANTÃ","7261 ",2019-10-01,"4"
"CAMPO BELO","9747 ",2019-10-01,"4"
"CAMPO GRANDE","7140 ",2019-10-01,"4"
"CAMPO LIMPO",NA,2019-10-01,"4"
"CANGAÍBA",NA,2019-10-01,"4"
"CASA VERDE","7848 ",2019-10-01,"4"
"CENTRO","5914 ",2019-10-01,"4"
"CHÁCARA KLABIN","10370 ",2019-10-01,"4"
"CONSOLAÇÃO","10302 ",2019-10-01,"4"
"FREGUESIA DO Ó","5701 ",2019-10-01,"4"
"HIGIENÓPOLIS","10230 ",2019-10-01,"4"
"INTERLAGOS","5251 ",2019-10-01,"4"
"IPIRANGA","8232 ",2019-10-01,"4"
"ITAIM BIBI","15367 ",2019-10-01,"4"
"ITAIM PAULISTA",NA,2019-10-01,"4"
"ITAQUERA",NA,2019-10-01,"4"
"JABAQUARA","7741 ",2019-10-01,"4"
"JAGUARÉ","7404 ",2019-10-01,"4"
"JARDIM AMÉRICA","13002 ",2019-10-01,"4"
"JARDIM MARAJOARA","7254 ",2019-10-01,"4"
"JARDIM PAULISTA","11885 ",2019-10-01,"4"
"JARDIM SAÚDE","6196 ",2019-10-01,"4"
"JARDINS","12093 ",2019-10-01,"4"
"LAPA",NA,2019-10-01,"4"
"LIMÃO",NA,2019-10-01,"4"
"MOEMA","11242 ",2019-10-01,"4"
"MOOCA",NA,2019-10-01,"4"
"MORUMBI","5171 ",2019-10-01,"4"
"PANAMBY","7130 ",2019-10-01,"4"
"PARAÍSO","12103 ",2019-10-01,"4"
"PENHA","3771 ",2019-10-01,"4"
"PERDIZES","10452 ",2019-10-01,"4"
"PINHEIROS","11449 ",2019-10-01,"4"
"PIRITUBA","7867 ",2019-10-01,"4"
"POMPÉIA","10366 ",2019-10-01,"4"
"REAL PARQUE","6233 ",2019-10-01,"4"
"SACOMÃ",NA,2019-10-01,"4"
"SANTA CECÍLIA","9922 ",2019-10-01,"4"
"SANTANA","7542 ",2019-10-01,"4"
"SÃO MATEUS",NA,2019-10-01,"4"
"SÃO MIGUEL PAULISTA",NA,2019-10-01,"4"
"SAPOPEMBA",NA,2019-10-01,"4"
"SAÚDE","8278 ",2019-10-01,"4"
"TATUAPÉ","7324 ",2019-10-01,"4"
"TUCURUVI","5590 ",2019-10-01,"4"
"VILA ANDRADE","5660 ",2019-10-01,"4"
"VILA CARRÃO","6322 ",2019-10-01,"4"
"VILA CLEMENTINO","9565 ",2019-10-01,"4"
"VILA FORMOSA","5672 ",2019-10-01,"4"
"VILA LEOPOLDINA","9757 ",2019-10-01,"4"
"VILA MARIA","6489 ",2019-10-01,"4"
"VILA MARIANA","11130 ",2019-10-01,"4"
"VILA MASCOTE","8077 ",2019-10-01,"4"
"VILA NOVA CONCEIÇÃO","19824 ",2019-10-01,"4"
"VILA OLÍMPIA","17664 ",2019-10-01,"4"
"VILA PRUDENTE","7099 ",2019-10-01,"4"
"VILA ROMANA","10691 ",2019-10-01,"4"
"VILA SÔNIA","5484 ",2019-10-01,"4"
"ACLIMAÇÃO","8913 ",2018-11-01,"1"
"ALTO DA BOA VISTA","10233 ",2018-11-01,"1"
"BARRA FUNDA","8940 ",2018-11-01,"1"
"BELA VISTA","8508 ",2018-11-01,"1"
"BELÉM","5911 ",2018-11-01,"1"
"BRÁS","6702 ",2018-11-01,"1"
"BROOKLIN PAULISTA","12082 ",2018-11-01,"1"
"BUTANTÃ","7226 ",2018-11-01,"1"
"CAMPO BELO","11115 ",2018-11-01,"1"
"CAMPO GRANDE","5634 ",2018-11-01,"1"
"CAMPO LIMPO","4962 ",2018-11-01,"1"
"CANGAÍBA","5198 ",2018-11-01,"1"
"CASA VERDE","6474 ",2018-11-01,"1"
"CENTRO","7003 ",2018-11-01,"1"
"CHÁCARA KLABIN","11463 ",2018-11-01,"1"
"CONSOLAÇÃO","10258 ",2018-11-01,"1"
"FREGUESIA DO Ó","6113 ",2018-11-01,"1"
"HIGIENÓPOLIS","10173 ",2018-11-01,"1"
"INTERLAGOS","6152 ",2018-11-01,"1"
"IPIRANGA","7998 ",2018-11-01,"1"
"ITAIM BIBI","13888 ",2018-11-01,"1"
"ITAIM PAULISTA",NA,2018-11-01,"1"
"ITAQUERA","4654 ",2018-11-01,"1"
"JABAQUARA","7591 ",2018-11-01,"1"
"JAGUARÉ","6553 ",2018-11-01,"1"
"JARDIM AMÉRICA","12598 ",2018-11-01,"1"
"JARDIM MARAJOARA","6339 ",2018-11-01,"1"
"JARDIM PAULISTA","12345 ",2018-11-01,"1"
"JARDIM SAÚDE","8426 ",2018-11-01,"1"
"JARDINS","12862 ",2018-11-01,"1"
"LAPA",NA,2018-11-01,"1"
"LIMÃO","7322 ",2018-11-01,"1"
"MOEMA","11217 ",2018-11-01,"1"
"MOOCA","6428 ",2018-11-01,"1"
"MORUMBI","7025 ",2018-11-01,"1"
"PANAMBY","7509 ",2018-11-01,"1"
"PARAÍSO","10611 ",2018-11-01,"1"
"PENHA","5577 ",2018-11-01,"1"
"PERDIZES","11261 ",2018-11-01,"1"
"PINHEIROS","13394 ",2018-11-01,"1"
"PIRITUBA","5362 ",2018-11-01,"1"
"POMPÉIA","11312 ",2018-11-01,"1"
"REAL PARQUE","7527 ",2018-11-01,"1"
"SACOMÃ","5811 ",2018-11-01,"1"
"SANTA CECÍLIA","7918 ",2018-11-01,"1"
"SANTANA","8062 ",2018-11-01,"1"
"SÃO MATEUS",NA,2018-11-01,"1"
"SÃO MIGUEL PAULISTA",NA,2018-11-01,"1"
"SAPOPEMBA",NA,2018-11-01,"1"
"SAÚDE","9809 ",2018-11-01,"1"
"TATUAPÉ","8505 ",2018-11-01,"1"
"TUCURUVI","6914 ",2018-11-01,"1"
"VILA ANDRADE","7010 ",2018-11-01,"1"
"VILA CARRÃO","5932 ",2018-11-01,"1"
"VILA CLEMENTINO","9411 ",2018-11-01,"1"
"VILA FORMOSA","7982 ",2018-11-01,"1"
"VILA LEOPOLDINA","9234 ",2018-11-01,"1"
"VILA MARIA","7037 ",2018-11-01,"1"
"VILA MARIANA","10797 ",2018-11-01,"1"
"VILA MASCOTE","8208 ",2018-11-01,"1"
"VILA NOVA CONCEIÇÃO","14569 ",2018-11-01,"1"
"VILA OLÍMPIA","14279 ",2018-11-01,"1"
"VILA PRUDENTE","6342 ",2018-11-01,"1"
"VILA ROMANA","7583 ",2018-11-01,"1"
"VILA SÔNIA","5788 ",2018-11-01,"1"
"ACLIMAÇÃO","8475 ",2019-11-01,"1"
"ALTO DA BOA VISTA","10810 ",2019-11-01,"1"
"BARRA FUNDA","9169 ",2019-11-01,"1"
"BELA VISTA","8687 ",2019-11-01,"1"
"BELÉM","5932 ",2019-11-01,"1"
"BRÁS","6590 ",2019-11-01,"1"
"BROOKLIN PAULISTA",NA,2019-11-01,"1"
"BUTANTÃ","7620 ",2019-11-01,"1"
"CAMPO BELO","11385 ",2019-11-01,"1"
"CAMPO GRANDE","5720 ",2019-11-01,"1"
"CAMPO LIMPO","4239 ",2019-11-01,"1"
"CANGAÍBA","4932 ",2019-11-01,"1"
"CASA VERDE","6682 ",2019-11-01,"1"
"CENTRO","6744 ",2019-11-01,"1"
"CHÁCARA KLABIN","11790 ",2019-11-01,"1"
"CONSOLAÇÃO","10586 ",2019-11-01,"1"
"FREGUESIA DO Ó","6021 ",2019-11-01,"1"
"HIGIENÓPOLIS","10650 ",2019-11-01,"1"
"INTERLAGOS","6330 ",2019-11-01,"1"
"IPIRANGA","8047 ",2019-11-01,"1"
"ITAIM BIBI","14919 ",2019-11-01,"1"
"ITAIM PAULISTA",NA,2019-11-01,"1"
"ITAQUERA","4872 ",2019-11-01,"1"
"JABAQUARA","7772 ",2019-11-01,"1"
"JAGUARÉ","6434 ",2019-11-01,"1"
"JARDIM AMÉRICA","12561 ",2019-11-01,"1"
"JARDIM MARAJOARA","6474 ",2019-11-01,"1"
"JARDIM PAULISTA","12263 ",2019-11-01,"1"
"JARDIM SAÚDE","7635 ",2019-11-01,"1"
"JARDINS","13274 ",2019-11-01,"1"
"LAPA",NA,2019-11-01,"1"
"LIMÃO","6783 ",2019-11-01,"1"
"MOEMA","11939 ",2019-11-01,"1"
"MOOCA",NA,2019-11-01,"1"
"MORUMBI","7101 ",2019-11-01,"1"
"PANAMBY","7466 ",2019-11-01,"1"
"PARAÍSO","10253 ",2019-11-01,"1"
"PENHA","5513 ",2019-11-01,"1"
"PERDIZES","10957 ",2019-11-01,"1"
"PINHEIROS","13861 ",2019-11-01,"1"
"PIRITUBA","5429 ",2019-11-01,"1"
"POMPÉIA","11356 ",2019-11-01,"1"
"REAL PARQUE","7575 ",2019-11-01,"1"
"SACOMÃ","5692 ",2019-11-01,"1"
"SANTA CECÍLIA","7839 ",2019-11-01,"1"
"SANTANA","8300 ",2019-11-01,"1"
"SÃO MATEUS",NA,2019-11-01,"1"
"SÃO MIGUEL PAULISTA",NA,2019-11-01,"1"
"SAPOPEMBA",NA,2019-11-01,"1"
"SAÚDE","9659 ",2019-11-01,"1"
"TATUAPÉ","9028 ",2019-11-01,"1"
"TUCURUVI","7147 ",2019-11-01,"1"
"VILA ANDRADE","6937 ",2019-11-01,"1"
"VILA CARRÃO","5977 ",2019-11-01,"1"
"VILA CLEMENTINO","10244 ",2019-11-01,"1"
"VILA FORMOSA","7204 ",2019-11-01,"1"
"VILA LEOPOLDINA","9656 ",2019-11-01,"1"
"VILA MARIA","6621 ",2019-11-01,"1"
"VILA MARIANA","11032 ",2019-11-01,"1"
"VILA MASCOTE","8286 ",2019-11-01,"1"
"VILA NOVA CONCEIÇÃO","15562 ",2019-11-01,"1"
"VILA OLÍMPIA","15127 ",2019-11-01,"1"
"VILA PRUDENTE","6403 ",2019-11-01,"1"
"VILA ROMANA","6911 ",2019-11-01,"1"
"VILA SÔNIA","7116 ",2019-11-01,"1"
"ACLIMAÇÃO","7655 ",2018-11-01,"2"
"ALTO DA BOA VISTA","9011 ",2018-11-01,"2"
"BARRA FUNDA","8341 ",2018-11-01,"2"
"BELA VISTA","7577 ",2018-11-01,"2"
"BELÉM","6582 ",2018-11-01,"2"
"BRÁS","6006 ",2018-11-01,"2"
"BROOKLIN PAULISTA","10924 ",2018-11-01,"2"
"BUTANTÃ","5643 ",2018-11-01,"2"
"CAMPO BELO","9714 ",2018-11-01,"2"
"CAMPO GRANDE","5732 ",2018-11-01,"2"
"CAMPO LIMPO","4663 ",2018-11-01,"2"
"CANGAÍBA","4734 ",2018-11-01,"2"
"CASA VERDE","6430 ",2018-11-01,"2"
"CENTRO","6796 ",2018-11-01,"2"
"CHÁCARA KLABIN","10242 ",2018-11-01,"2"
"CONSOLAÇÃO","9176 ",2018-11-01,"2"
"FREGUESIA DO Ó","5856 ",2018-11-01,"2"
"HIGIENÓPOLIS","9043 ",2018-11-01,"2"
"INTERLAGOS","6055 ",2018-11-01,"2"
"IPIRANGA","7386 ",2018-11-01,"2"
"ITAIM BIBI","11362 ",2018-11-01,"2"
"ITAIM PAULISTA","3613 ",2018-11-01,"2"
"ITAQUERA","4362 ",2018-11-01,"2"
"JABAQUARA","6305 ",2018-11-01,"2"
"JAGUARÉ","6324 ",2018-11-01,"2"
"JARDIM AMÉRICA","11411 ",2018-11-01,"2"
"JARDIM MARAJOARA","6361 ",2018-11-01,"2"
"JARDIM PAULISTA","10476 ",2018-11-01,"2"
"JARDIM SAÚDE","6438 ",2018-11-01,"2"
"JARDINS","10738 ",2018-11-01,"2"
"LAPA",NA,2018-11-01,"2"
"LIMÃO","6062 ",2018-11-01,"2"
"MOEMA","10716 ",2018-11-01,"2"
"MOOCA","6449 ",2018-11-01,"2"
"MORUMBI","6188 ",2018-11-01,"2"
"PANAMBY","7122 ",2018-11-01,"2"
"PARAÍSO","9039 ",2018-11-01,"2"
"PENHA","5448 ",2018-11-01,"2"
"PERDIZES","8777 ",2018-11-01,"2"
"PINHEIROS","10853 ",2018-11-01,"2"
"PIRITUBA","5461 ",2018-11-01,"2"
"POMPÉIA","9571 ",2018-11-01,"2"
"REAL PARQUE","6697 ",2018-11-01,"2"
"SACOMÃ","5786 ",2018-11-01,"2"
"SANTA CECÍLIA","7473 ",2018-11-01,"2"
"SANTANA","6481 ",2018-11-01,"2"
"SÃO MATEUS","4365 ",2018-11-01,"2"
"SÃO MIGUEL PAULISTA","4060 ",2018-11-01,"2"
"SAPOPEMBA","4775 ",2018-11-01,"2"
"SAÚDE","7955 ",2018-11-01,"2"
"TATUAPÉ","7043 ",2018-11-01,"2"
"TUCURUVI","6213 ",2018-11-01,"2"
"VILA ANDRADE","6188 ",2018-11-01,"2"
"VILA CARRÃO","6273 ",2018-11-01,"2"
"VILA CLEMENTINO","8753 ",2018-11-01,"2"
"VILA FORMOSA","6215 ",2018-11-01,"2"
"VILA LEOPOLDINA","9200 ",2018-11-01,"2"
"VILA MARIA","6534 ",2018-11-01,"2"
"VILA MARIANA","9113 ",2018-11-01,"2"
"VILA MASCOTE","7178 ",2018-11-01,"2"
"VILA NOVA CONCEIÇÃO","11619 ",2018-11-01,"2"
"VILA OLÍMPIA","10719 ",2018-11-01,"2"
"VILA PRUDENTE","6166 ",2018-11-01,"2"
"VILA ROMANA","9495 ",2018-11-01,"2"
"VILA SÔNIA","6282 ",2018-11-01,"2"
"ACLIMAÇÃO","7533 ",2019-11-01,"2"
"ALTO DA BOA VISTA","8995 ",2019-11-01,"2"
"BARRA FUNDA","8524 ",2019-11-01,"2"
"BELA VISTA","7494 ",2019-11-01,"2"
"BELÉM","6519 ",2019-11-01,"2"
"BRÁS","5996 ",2019-11-01,"2"
"BROOKLIN PAULISTA",NA,2019-11-01,"2"
"BUTANTÃ","5651 ",2019-11-01,"2"
"CAMPO BELO","10029 ",2019-11-01,"2"
"CAMPO GRANDE","5674 ",2019-11-01,"2"
"CAMPO LIMPO","4744 ",2019-11-01,"2"
"CANGAÍBA","4694 ",2019-11-01,"2"
"CASA VERDE","6405 ",2019-11-01,"2"
"CENTRO","5764 ",2019-11-01,"2"
"CHÁCARA KLABIN","10240 ",2019-11-01,"2"
"CONSOLAÇÃO","9928 ",2019-11-01,"2"
"FREGUESIA DO Ó","5835 ",2019-11-01,"2"
"HIGIENÓPOLIS","9241 ",2019-11-01,"2"
"INTERLAGOS","6071 ",2019-11-01,"2"
"IPIRANGA","7437 ",2019-11-01,"2"
"ITAIM BIBI","11870 ",2019-11-01,"2"
"ITAIM PAULISTA","3771 ",2019-11-01,"2"
"ITAQUERA","4399 ",2019-11-01,"2"
"JABAQUARA","6314 ",2019-11-01,"2"
"JAGUARÉ","6358 ",2019-11-01,"2"
"JARDIM AMÉRICA","11836 ",2019-11-01,"2"
"JARDIM MARAJOARA","6421 ",2019-11-01,"2"
"JARDIM PAULISTA","10767 ",2019-11-01,"2"
"JARDIM SAÚDE","6035 ",2019-11-01,"2"
"JARDINS","11211 ",2019-11-01,"2"
"LAPA",NA,2019-11-01,"2"
"LIMÃO","6028 ",2019-11-01,"2"
"MOEMA","10992 ",2019-11-01,"2"
"MOOCA",NA,2019-11-01,"2"
"MORUMBI","6232 ",2019-11-01,"2"
"PANAMBY","7010 ",2019-11-01,"2"
"PARAÍSO","9290 ",2019-11-01,"2"
"PENHA","5492 ",2019-11-01,"2"
"PERDIZES","8953 ",2019-11-01,"2"
"PINHEIROS","11011 ",2019-11-01,"2"
"PIRITUBA","5357 ",2019-11-01,"2"
"POMPÉIA","9623 ",2019-11-01,"2"
"REAL PARQUE","6696 ",2019-11-01,"2"
"SACOMÃ","5789 ",2019-11-01,"2"
"SANTA CECÍLIA","7623 ",2019-11-01,"2"
"SANTANA","6404 ",2019-11-01,"2"
"SÃO MATEUS","4206 ",2019-11-01,"2"
"SÃO MIGUEL PAULISTA","4143 ",2019-11-01,"2"
"SAPOPEMBA","4982 ",2019-11-01,"2"
"SAÚDE","8103 ",2019-11-01,"2"
"TATUAPÉ","7112 ",2019-11-01,"2"
"TUCURUVI","6228 ",2019-11-01,"2"
"VILA ANDRADE","6269 ",2019-11-01,"2"
"VILA CARRÃO","6170 ",2019-11-01,"2"
"VILA CLEMENTINO","9324 ",2019-11-01,"2"
"VILA FORMOSA","6217 ",2019-11-01,"2"
"VILA LEOPOLDINA","9257 ",2019-11-01,"2"
"VILA MARIA","6587 ",2019-11-01,"2"
"VILA MARIANA","9263 ",2019-11-01,"2"
"VILA MASCOTE","7246 ",2019-11-01,"2"
"VILA NOVA CONCEIÇÃO","12389 ",2019-11-01,"2"
"VILA OLÍMPIA","11054 ",2019-11-01,"2"
"VILA PRUDENTE","6153 ",2019-11-01,"2"
"VILA ROMANA","9511 ",2019-11-01,"2"
"VILA SÔNIA","6257 ",2019-11-01,"2"
"ACLIMAÇÃO","8336 ",2018-11-01,"3"
"ALTO DA BOA VISTA","8105 ",2018-11-01,"3"
"BARRA FUNDA","8682 ",2018-11-01,"3"
"BELA VISTA","7766 ",2018-11-01,"3"
"BELÉM","6491 ",2018-11-01,"3"
"BRÁS","6701 ",2018-11-01,"3"
"BROOKLIN PAULISTA","9927 ",2018-11-01,"3"
"BUTANTÃ","6110 ",2018-11-01,"3"
"CAMPO BELO","9082 ",2018-11-01,"3"
"CAMPO GRANDE","6166 ",2018-11-01,"3"
"CAMPO LIMPO","4634 ",2018-11-01,"3"
"CANGAÍBA","4780 ",2018-11-01,"3"
"CASA VERDE","6717 ",2018-11-01,"3"
"CENTRO","6017 ",2018-11-01,"3"
"CHÁCARA KLABIN","9581 ",2018-11-01,"3"
"CONSOLAÇÃO","8435 ",2018-11-01,"3"
"FREGUESIA DO Ó","6365 ",2018-11-01,"3"
"HIGIENÓPOLIS","9303 ",2018-11-01,"3"
"INTERLAGOS","6061 ",2018-11-01,"3"
"IPIRANGA","7977 ",2018-11-01,"3"
"ITAIM BIBI","10937 ",2018-11-01,"3"
"ITAIM PAULISTA","3416 ",2018-11-01,"3"
"ITAQUERA","4436 ",2018-11-01,"3"
"JABAQUARA","6742 ",2018-11-01,"3"
"JAGUARÉ","6339 ",2018-11-01,"3"
"JARDIM AMÉRICA","11315 ",2018-11-01,"3"
"JARDIM MARAJOARA","6472 ",2018-11-01,"3"
"JARDIM PAULISTA","10125 ",2018-11-01,"3"
"JARDIM SAÚDE","7303 ",2018-11-01,"3"
"JARDINS","10159 ",2018-11-01,"3"
"LAPA",NA,2018-11-01,"3"
"LIMÃO","6336 ",2018-11-01,"3"
"MOEMA","10282 ",2018-11-01,"3"
"MOOCA","7311 ",2018-11-01,"3"
"MORUMBI","5929 ",2018-11-01,"3"
"PANAMBY","7090 ",2018-11-01,"3"
"PARAÍSO","8900 ",2018-11-01,"3"
"PENHA","5733 ",2018-11-01,"3"
"PERDIZES","8984 ",2018-11-01,"3"
"PINHEIROS","9964 ",2018-11-01,"3"
"PIRITUBA","6037 ",2018-11-01,"3"
"POMPÉIA","9338 ",2018-11-01,"3"
"REAL PARQUE","6530 ",2018-11-01,"3"
"SACOMÃ","5730 ",2018-11-01,"3"
"SANTA CECÍLIA","8073 ",2018-11-01,"3"
"SANTANA","6956 ",2018-11-01,"3"
"SÃO MATEUS","4413 ",2018-11-01,"3"
"SÃO MIGUEL PAULISTA","4393 ",2018-11-01,"3"
"SAPOPEMBA","5025 ",2018-11-01,"3"
"SAÚDE","8131 ",2018-11-01,"3"
"TATUAPÉ","7148 ",2018-11-01,"3"
"TUCURUVI","6287 ",2018-11-01,"3"
"VILA ANDRADE","5970 ",2018-11-01,"3"
"VILA CARRÃO","6795 ",2018-11-01,"3"
"VILA CLEMENTINO","9346 ",2018-11-01,"3"
"VILA FORMOSA","6403 ",2018-11-01,"3"
