"Bairro","preco","Data","Dormitorios"
"CAMPO BELO","9825 ",2019-08-01,"2"
"CAMPO GRANDE","5753 ",2019-08-01,"2"
"CAMPO LIMPO","4717 ",2019-08-01,"2"
"CANGAÍBA","4794 ",2019-08-01,"2"
"CASA VERDE","6409 ",2019-08-01,"2"
"CENTRO","5992 ",2019-08-01,"2"
"CHÁCARA KLABIN","10222 ",2019-08-01,"2"
"CONSOLAÇÃO","9618 ",2019-08-01,"2"
"FREGUESIA DO Ó","5855 ",2019-08-01,"2"
"HIGIENÓPOLIS","9097 ",2019-08-01,"2"
"INTERLAGOS","6056 ",2019-08-01,"2"
"IPIRANGA","7557 ",2019-08-01,"2"
"ITAIM BIBI","11704 ",2019-08-01,"2"
"ITAIM PAULISTA","3705 ",2019-08-01,"2"
"ITAQUERA","4388 ",2019-08-01,"2"
"JABAQUARA","6266 ",2019-08-01,"2"
"JAGUARÉ","6344 ",2019-08-01,"2"
"JARDIM AMÉRICA","11671 ",2019-08-01,"2"
"JARDIM MARAJOARA","6365 ",2019-08-01,"2"
"JARDIM PAULISTA","10556 ",2019-08-01,"2"
"JARDIM SAÚDE","6267 ",2019-08-01,"2"
"JARDINS","10924 ",2019-08-01,"2"
"LAPA","6086 ",2019-08-01,"2"
"LIMÃO","6045 ",2019-08-01,"2"
"MOEMA","10767 ",2019-08-01,"2"
"MOOCA","6564 ",2019-08-01,"2"
"MORUMBI","6241 ",2019-08-01,"2"
"PANAMBY","7201 ",2019-08-01,"2"
"PARAÍSO","9301 ",2019-08-01,"2"
"PENHA","5498 ",2019-08-01,"2"
"PERDIZES","8883 ",2019-08-01,"2"
"PINHEIROS","10781 ",2019-08-01,"2"
"PIRITUBA","5391 ",2019-08-01,"2"
"POMPÉIA","9589 ",2019-08-01,"2"
"REAL PARQUE","6686 ",2019-08-01,"2"
"SACOMÃ","5839 ",2019-08-01,"2"
"SANTA CECÍLIA","7614 ",2019-08-01,"2"
"SANTANA","6524 ",2019-08-01,"2"
"SÃO MATEUS","4326 ",2019-08-01,"2"
"SÃO MIGUEL PAULISTA","4060 ",2019-08-01,"2"
"SAPOPEMBA","5009 ",2019-08-01,"2"
"SAÚDE","8194 ",2019-08-01,"2"
"TATUAPÉ","7119 ",2019-08-01,"2"
"TUCURUVI","6268 ",2019-08-01,"2"
"VILA ANDRADE","6295 ",2019-08-01,"2"
"VILA CARRÃO","6221 ",2019-08-01,"2"
"VILA CLEMENTINO","9245 ",2019-08-01,"2"
"VILA FORMOSA","6351 ",2019-08-01,"2"
"VILA LEOPOLDINA","9290 ",2019-08-01,"2"
"VILA MARIA","6526 ",2019-08-01,"2"
"VILA MARIANA","9255 ",2019-08-01,"2"
"VILA MASCOTE","7226 ",2019-08-01,"2"
"VILA NOVA CONCEIÇÃO","11911 ",2019-08-01,"2"
"VILA OLÍMPIA","10881 ",2019-08-01,"2"
"VILA PRUDENTE","6179 ",2019-08-01,"2"
"VILA ROMANA","9568 ",2019-08-01,"2"
"VILA SÔNIA","6346 ",2019-08-01,"2"
"ACLIMAÇÃO","8449 ",2018-08-01,"3"
"ALTO DA BOA VISTA","8191 ",2018-08-01,"3"
"BARRA FUNDA","8744 ",2018-08-01,"3"
"BELA VISTA","7815 ",2018-08-01,"3"
"BELÉM","6677 ",2018-08-01,"3"
"BRÁS","6835 ",2018-08-01,"3"
"BROOKLIN PAULISTA","10203 ",2018-08-01,"3"
"BUTANTÃ","6179 ",2018-08-01,"3"
"CAMPO BELO","9517 ",2018-08-01,"3"
"CAMPO GRANDE","6187 ",2018-08-01,"3"
"CAMPO LIMPO","4757 ",2018-08-01,"3"
"CANGAÍBA","4774 ",2018-08-01,"3"
"CASA VERDE","6829 ",2018-08-01,"3"
"CENTRO","6060 ",2018-08-01,"3"
"CHÁCARA KLABIN","9596 ",2018-08-01,"3"
"CONSOLAÇÃO","8480 ",2018-08-01,"3"
"FREGUESIA DO Ó","6470 ",2018-08-01,"3"
"HIGIENÓPOLIS","9372 ",2018-08-01,"3"
"INTERLAGOS","6140 ",2018-08-01,"3"
"IPIRANGA","8120 ",2018-08-01,"3"
"ITAIM BIBI","11187 ",2018-08-01,"3"
"ITAIM PAULISTA","3836 ",2018-08-01,"3"
"ITAQUERA","4356 ",2018-08-01,"3"
"JABAQUARA","6821 ",2018-08-01,"3"
"JAGUARÉ","6491 ",2018-08-01,"3"
"JARDIM AMÉRICA","11397 ",2018-08-01,"3"
"JARDIM MARAJOARA","6595 ",2018-08-01,"3"
"JARDIM PAULISTA","10133 ",2018-08-01,"3"
"JARDIM SAÚDE","7291 ",2018-08-01,"3"
"JARDINS","10423 ",2018-08-01,"3"
"LAPA",NA,2018-08-01,"3"
"LIMÃO","6453 ",2018-08-01,"3"
"MOEMA","10421 ",2018-08-01,"3"
"MOOCA","7417 ",2018-08-01,"3"
"MORUMBI","5997 ",2018-08-01,"3"
"PANAMBY","7214 ",2018-08-01,"3"
"PARAÍSO","8957 ",2018-08-01,"3"
"PENHA","5748 ",2018-08-01,"3"
"PERDIZES","9172 ",2018-08-01,"3"
"PINHEIROS","10308 ",2018-08-01,"3"
"PIRITUBA","6152 ",2018-08-01,"3"
"POMPÉIA","9345 ",2018-08-01,"3"
"REAL PARQUE","6634 ",2018-08-01,"3"
"SACOMÃ","5923 ",2018-08-01,"3"
"SANTA CECÍLIA","8093 ",2018-08-01,"3"
"SANTANA","7039 ",2018-08-01,"3"
"SÃO MATEUS","4394 ",2018-08-01,"3"
"SÃO MIGUEL PAULISTA","4434 ",2018-08-01,"3"
"SAPOPEMBA","4946 ",2018-08-01,"3"
"SAÚDE","8232 ",2018-08-01,"3"
"TATUAPÉ","7232 ",2018-08-01,"3"
"TUCURUVI","6336 ",2018-08-01,"3"
"VILA ANDRADE","6047 ",2018-08-01,"3"
"VILA CARRÃO","6962 ",2018-08-01,"3"
"VILA CLEMENTINO","9373 ",2018-08-01,"3"
"VILA FORMOSA","6577 ",2018-08-01,"3"
"VILA LEOPOLDINA","9631 ",2018-08-01,"3"
"VILA MARIA","6997 ",2018-08-01,"3"
"VILA MARIANA","9373 ",2018-08-01,"3"
"VILA MASCOTE","7992 ",2018-08-01,"3"
"VILA NOVA CONCEIÇÃO","16507 ",2018-08-01,"3"
"VILA OLÍMPIA","10538 ",2018-08-01,"3"
"VILA PRUDENTE","6700 ",2018-08-01,"3"
"VILA ROMANA","10065 ",2018-08-01,"3"
"VILA SÔNIA","6493 ",2018-08-01,"3"
"ACLIMAÇÃO","8573 ",2019-08-01,"3"
"ALTO DA BOA VISTA","8304 ",2019-08-01,"3"
"BARRA FUNDA","8734 ",2019-08-01,"3"
"BELA VISTA","7898 ",2019-08-01,"3"
"BELÉM","6804 ",2019-08-01,"3"
"BRÁS","6647 ",2019-08-01,"3"
"BROOKLIN PAULISTA","9907 ",2019-08-01,"3"
"BUTANTÃ","6040 ",2019-08-01,"3"
"CAMPO BELO","9130 ",2019-08-01,"3"
"CAMPO GRANDE","6240 ",2019-08-01,"3"
"CAMPO LIMPO","4579 ",2019-08-01,"3"
"CANGAÍBA","4753 ",2019-08-01,"3"
"CASA VERDE","6574 ",2019-08-01,"3"
"CENTRO","5809 ",2019-08-01,"3"
"CHÁCARA KLABIN","9659 ",2019-08-01,"3"
"CONSOLAÇÃO","8472 ",2019-08-01,"3"
"FREGUESIA DO Ó","6362 ",2019-08-01,"3"
"HIGIENÓPOLIS","9485 ",2019-08-01,"3"
"INTERLAGOS","6014 ",2019-08-01,"3"
"IPIRANGA","7964 ",2019-08-01,"3"
"ITAIM BIBI","11596 ",2019-08-01,"3"
"ITAIM PAULISTA","3873 ",2019-08-01,"3"
"ITAQUERA","4518 ",2019-08-01,"3"
"JABAQUARA","6587 ",2019-08-01,"3"
"JAGUARÉ","6387 ",2019-08-01,"3"
"JARDIM AMÉRICA","11738 ",2019-08-01,"3"
"JARDIM MARAJOARA","6494 ",2019-08-01,"3"
"JARDIM PAULISTA","10417 ",2019-08-01,"3"
"JARDIM SAÚDE","7258 ",2019-08-01,"3"
"JARDINS","10627 ",2019-08-01,"3"
"LAPA","5738 ",2019-08-01,"3"
"LIMÃO","6343 ",2019-08-01,"3"
"MOEMA","10582 ",2019-08-01,"3"
"MOOCA","7393 ",2019-08-01,"3"
"MORUMBI","5888 ",2019-08-01,"3"
"PANAMBY","7104 ",2019-08-01,"3"
"PARAÍSO","9229 ",2019-08-01,"3"
"PENHA","5793 ",2019-08-01,"3"
"PERDIZES","9001 ",2019-08-01,"3"
"PINHEIROS","10189 ",2019-08-01,"3"
"PIRITUBA","6113 ",2019-08-01,"3"
"POMPÉIA","9527 ",2019-08-01,"3"
"REAL PARQUE","6480 ",2019-08-01,"3"
"SACOMÃ","5659 ",2019-08-01,"3"
"SANTA CECÍLIA","8436 ",2019-08-01,"3"
"SANTANA","6888 ",2019-08-01,"3"
"SÃO MATEUS","4237 ",2019-08-01,"3"
"SÃO MIGUEL PAULISTA","4216 ",2019-08-01,"3"
"SAPOPEMBA","5191 ",2019-08-01,"3"
"SAÚDE","8253 ",2019-08-01,"3"
"TATUAPÉ","7232 ",2019-08-01,"3"
"TUCURUVI","6330 ",2019-08-01,"3"
"VILA ANDRADE","5993 ",2019-08-01,"3"
"VILA CARRÃO","6755 ",2019-08-01,"3"
"VILA CLEMENTINO","9322 ",2019-08-01,"3"
"VILA FORMOSA","6422 ",2019-08-01,"3"
"VILA LEOPOLDINA","9622 ",2019-08-01,"3"
"VILA MARIA","6926 ",2019-08-01,"3"
"VILA MARIANA","9405 ",2019-08-01,"3"
"VILA MASCOTE","8005 ",2019-08-01,"3"
"VILA NOVA CONCEIÇÃO","15908 ",2019-08-01,"3"
"VILA OLÍMPIA","10670 ",2019-08-01,"3"
"VILA PRUDENTE","6640 ",2019-08-01,"3"
"VILA ROMANA","9978 ",2019-08-01,"3"
"VILA SÔNIA","6441 ",2019-08-01,"3"
"ACLIMAÇÃO","9386 ",2018-08-01,"4"
"ALTO DA BOA VISTA","8312 ",2018-08-01,"4"
"BARRA FUNDA","9104 ",2018-08-01,"4"
"BELA VISTA","8024 ",2018-08-01,"4"
"BELÉM","6342 ",2018-08-01,"4"
"BRÁS",NA,2018-08-01,"4"
"BROOKLIN PAULISTA","10143 ",2018-08-01,"4"
"BUTANTÃ","6437 ",2018-08-01,"4"
"CAMPO BELO","10098 ",2018-08-01,"4"
"CAMPO GRANDE","7194 ",2018-08-01,"4"
"CAMPO LIMPO",NA,2018-08-01,"4"
"CANGAÍBA",NA,2018-08-01,"4"
"CASA VERDE","8008 ",2018-08-01,"4"
"CENTRO","6432 ",2018-08-01,"4"
"CHÁCARA KLABIN","10554 ",2018-08-01,"4"
"CONSOLAÇÃO","10594 ",2018-08-01,"4"
"FREGUESIA DO Ó","5527 ",2018-08-01,"4"
"HIGIENÓPOLIS","10463 ",2018-08-01,"4"
"INTERLAGOS","7088 ",2018-08-01,"4"
"IPIRANGA","8365 ",2018-08-01,"4"
"ITAIM BIBI","14709 ",2018-08-01,"4"
"ITAIM PAULISTA",NA,2018-08-01,"4"
"ITAQUERA",NA,2018-08-01,"4"
"JABAQUARA","7964 ",2018-08-01,"4"
"JAGUARÉ","7682 ",2018-08-01,"4"
"JARDIM AMÉRICA","12465 ",2018-08-01,"4"
"JARDIM MARAJOARA","7368 ",2018-08-01,"4"
"JARDIM PAULISTA","11868 ",2018-08-01,"4"
"JARDIM SAÚDE","6273 ",2018-08-01,"4"
"JARDINS","12391 ",2018-08-01,"4"
"LAPA",NA,2018-08-01,"4"
"LIMÃO",NA,2018-08-01,"4"
"MOEMA","11336 ",2018-08-01,"4"
"MOOCA","6824 ",2018-08-01,"4"
"MORUMBI","5386 ",2018-08-01,"4"
"PANAMBY","7398 ",2018-08-01,"4"
"PARAÍSO","11577 ",2018-08-01,"4"
"PENHA","3952 ",2018-08-01,"4"
"PERDIZES","10580 ",2018-08-01,"4"
"PINHEIROS","11626 ",2018-08-01,"4"
"PIRITUBA","7803 ",2018-08-01,"4"
"POMPÉIA","10194 ",2018-08-01,"4"
"REAL PARQUE","6549 ",2018-08-01,"4"
"SACOMÃ","7432 ",2018-08-01,"4"
"SANTA CECÍLIA","9605 ",2018-08-01,"4"
"SANTANA","7809 ",2018-08-01,"4"
"SÃO MATEUS",NA,2018-08-01,"4"
"SÃO MIGUEL PAULISTA",NA,2018-08-01,"4"
"SAPOPEMBA",NA,2018-08-01,"4"
"SAÚDE","8625 ",2018-08-01,"4"
"TATUAPÉ","7274 ",2018-08-01,"4"
"TUCURUVI","5522 ",2018-08-01,"4"
"VILA ANDRADE","5728 ",2018-08-01,"4"
"VILA CARRÃO","6173 ",2018-08-01,"4"
"VILA CLEMENTINO","9607 ",2018-08-01,"4"
"VILA FORMOSA","5692 ",2018-08-01,"4"
"VILA LEOPOLDINA","10062 ",2018-08-01,"4"
"VILA MARIA","8470 ",2018-08-01,"4"
"VILA MARIANA","10864 ",2018-08-01,"4"
"VILA MASCOTE","8173 ",2018-08-01,"4"
"VILA NOVA CONCEIÇÃO","19597 ",2018-08-01,"4"
"VILA OLÍMPIA","14066 ",2018-08-01,"4"
"VILA PRUDENTE","6794 ",2018-08-01,"4"
"VILA ROMANA","10553 ",2018-08-01,"4"
"VILA SÔNIA","5432 ",2018-08-01,"4"
"ACLIMAÇÃO","9481 ",2019-08-01,"4"
"ALTO DA BOA VISTA","8259 ",2019-08-01,"4"
"BARRA FUNDA","9254 ",2019-08-01,"4"
"BELA VISTA","7822 ",2019-08-01,"4"
"BELÉM","7358 ",2019-08-01,"4"
"BRÁS","6361 ",2019-08-01,"4"
"BROOKLIN PAULISTA","9992 ",2019-08-01,"4"
"BUTANTÃ","7057 ",2019-08-01,"4"
"CAMPO BELO","9688 ",2019-08-01,"4"
"CAMPO GRANDE","6963 ",2019-08-01,"4"
"CAMPO LIMPO",NA,2019-08-01,"4"
"CANGAÍBA",NA,2019-08-01,"4"
"CASA VERDE","7514 ",2019-08-01,"4"
"CENTRO","5907 ",2019-08-01,"4"
"CHÁCARA KLABIN","10421 ",2019-08-01,"4"
"CONSOLAÇÃO","10841 ",2019-08-01,"4"
"FREGUESIA DO Ó","4764 ",2019-08-01,"4"
"HIGIENÓPOLIS","10208 ",2019-08-01,"4"
"INTERLAGOS","5147 ",2019-08-01,"4"
"IPIRANGA","8220 ",2019-08-01,"4"
"ITAIM BIBI","15000 ",2019-08-01,"4"
"ITAIM PAULISTA",NA,2019-08-01,"4"
"ITAQUERA",NA,2019-08-01,"4"
"JABAQUARA","7908 ",2019-08-01,"4"
"JAGUARÉ","7479 ",2019-08-01,"4"
"JARDIM AMÉRICA","12942 ",2019-08-01,"4"
"JARDIM MARAJOARA","7239 ",2019-08-01,"4"
"JARDIM PAULISTA","11748 ",2019-08-01,"4"
"JARDIM SAÚDE","6191 ",2019-08-01,"4"
"JARDINS","12159 ",2019-08-01,"4"
"LAPA",NA,2019-08-01,"4"
"LIMÃO",NA,2019-08-01,"4"
"MOEMA","11104 ",2019-08-01,"4"
"MOOCA","6869 ",2019-08-01,"4"
"MORUMBI","5144 ",2019-08-01,"4"
"PANAMBY","7165 ",2019-08-01,"4"
"PARAÍSO","12268 ",2019-08-01,"4"
"PENHA","3697 ",2019-08-01,"4"
"PERDIZES","10397 ",2019-08-01,"4"
"PINHEIROS","11285 ",2019-08-01,"4"
"PIRITUBA","7831 ",2019-08-01,"4"
"POMPÉIA","10428 ",2019-08-01,"4"
"REAL PARQUE","6292 ",2019-08-01,"4"
"SACOMÃ",NA,2019-08-01,"4"
"SANTA CECÍLIA","9816 ",2019-08-01,"4"
"SANTANA","7518 ",2019-08-01,"4"
"SÃO MATEUS",NA,2019-08-01,"4"
"SÃO MIGUEL PAULISTA",NA,2019-08-01,"4"
"SAPOPEMBA","2893 ",2019-08-01,"4"
"SAÚDE","8301 ",2019-08-01,"4"
"TATUAPÉ","7325 ",2019-08-01,"4"
"TUCURUVI","5658 ",2019-08-01,"4"
"VILA ANDRADE","5560 ",2019-08-01,"4"
"VILA CARRÃO","6270 ",2019-08-01,"4"
"VILA CLEMENTINO","9558 ",2019-08-01,"4"
"VILA FORMOSA","5407 ",2019-08-01,"4"
"VILA LEOPOLDINA","9776 ",2019-08-01,"4"
"VILA MARIA","5917 ",2019-08-01,"4"
"VILA MARIANA","11054 ",2019-08-01,"4"
"VILA MASCOTE","8190 ",2019-08-01,"4"
"VILA NOVA CONCEIÇÃO","19839 ",2019-08-01,"4"
"VILA OLÍMPIA","16907 ",2019-08-01,"4"
"VILA PRUDENTE","7098 ",2019-08-01,"4"
"VILA ROMANA","10711 ",2019-08-01,"4"
"VILA SÔNIA","5429 ",2019-08-01,"4"
"ACLIMAÇÃO","9003 ",2018-09-01,"1"
"ALTO DA BOA VISTA","10209 ",2018-09-01,"1"
"BARRA FUNDA","8959 ",2018-09-01,"1"
"BELA VISTA","8516 ",2018-09-01,"1"
"BELÉM","5700 ",2018-09-01,"1"
"BRÁS","6740 ",2018-09-01,"1"
"BROOKLIN PAULISTA","12091 ",2018-09-01,"1"
"BUTANTÃ","7091 ",2018-09-01,"1"
"CAMPO BELO","11080 ",2018-09-01,"1"
"CAMPO GRANDE","5421 ",2018-09-01,"1"
"CAMPO LIMPO","4868 ",2018-09-01,"1"
"CANGAÍBA","5120 ",2018-09-01,"1"
"CASA VERDE","6559 ",2018-09-01,"1"
"CENTRO","6993 ",2018-09-01,"1"
"CHÁCARA KLABIN","11595 ",2018-09-01,"1"
"CONSOLAÇÃO","10405 ",2018-09-01,"1"
"FREGUESIA DO Ó","5946 ",2018-09-01,"1"
"HIGIENÓPOLIS","10133 ",2018-09-01,"1"
"INTERLAGOS","6231 ",2018-09-01,"1"
"IPIRANGA","8094 ",2018-09-01,"1"
"ITAIM BIBI","14139 ",2018-09-01,"1"
"ITAIM PAULISTA",NA,2018-09-01,"1"
"ITAQUERA","4579 ",2018-09-01,"1"
"JABAQUARA","7636 ",2018-09-01,"1"
"JAGUARÉ","6570 ",2018-09-01,"1"
"JARDIM AMÉRICA","12352 ",2018-09-01,"1"
"JARDIM MARAJOARA","6313 ",2018-09-01,"1"
"JARDIM PAULISTA","12399 ",2018-09-01,"1"
"JARDIM SAÚDE","8435 ",2018-09-01,"1"
"JARDINS","13565 ",2018-09-01,"1"
"LAPA",NA,2018-09-01,"1"
"LIMÃO","7434 ",2018-09-01,"1"
"MOEMA","11312 ",2018-09-01,"1"
"MOOCA","6502 ",2018-09-01,"1"
"MORUMBI","7073 ",2018-09-01,"1"
"PANAMBY","7459 ",2018-09-01,"1"
"PARAÍSO","10807 ",2018-09-01,"1"
"PENHA","5573 ",2018-09-01,"1"
"PERDIZES","11075 ",2018-09-01,"1"
"PINHEIROS","13357 ",2018-09-01,"1"
"PIRITUBA","5348 ",2018-09-01,"1"
"POMPÉIA","11341 ",2018-09-01,"1"
"REAL PARQUE","7573 ",2018-09-01,"1"
"SACOMÃ","5741 ",2018-09-01,"1"
"SANTA CECÍLIA","7978 ",2018-09-01,"1"
"SANTANA","8012 ",2018-09-01,"1"
"SÃO MATEUS",NA,2018-09-01,"1"
"SÃO MIGUEL PAULISTA",NA,2018-09-01,"1"
"SAPOPEMBA",NA,2018-09-01,"1"
"SAÚDE","9876 ",2018-09-01,"1"
"TATUAPÉ","8502 ",2018-09-01,"1"
"TUCURUVI","7047 ",2018-09-01,"1"
"VILA ANDRADE","7013 ",2018-09-01,"1"
"VILA CARRÃO","6118 ",2018-09-01,"1"
"VILA CLEMENTINO","9202 ",2018-09-01,"1"
"VILA FORMOSA","7965 ",2018-09-01,"1"
"VILA LEOPOLDINA","9223 ",2018-09-01,"1"
"VILA MARIA","6905 ",2018-09-01,"1"
"VILA MARIANA","10668 ",2018-09-01,"1"
"VILA MASCOTE","8305 ",2018-09-01,"1"
"VILA NOVA CONCEIÇÃO","14685 ",2018-09-01,"1"
"VILA OLÍMPIA","14302 ",2018-09-01,"1"
"VILA PRUDENTE","6296 ",2018-09-01,"1"
"VILA ROMANA","7933 ",2018-09-01,"1"
"VILA SÔNIA","6302 ",2018-09-01,"1"
"ACLIMAÇÃO","8471 ",2019-09-01,"1"
"ALTO DA BOA VISTA","10595 ",2019-09-01,"1"
"BARRA FUNDA","9238 ",2019-09-01,"1"
"BELA VISTA","8885 ",2019-09-01,"1"
"BELÉM","6109 ",2019-09-01,"1"
"BRÁS","6669 ",2019-09-01,"1"
"BROOKLIN PAULISTA",NA,2019-09-01,"1"
"BUTANTÃ","6977 ",2019-09-01,"1"
"CAMPO BELO","11336 ",2019-09-01,"1"
"CAMPO GRANDE","5906 ",2019-09-01,"1"
"CAMPO LIMPO","4270 ",2019-09-01,"1"
"CANGAÍBA","5039 ",2019-09-01,"1"
"CASA VERDE","6634 ",2019-09-01,"1"
"CENTRO","7167 ",2019-09-01,"1"
"CHÁCARA KLABIN","11797 ",2019-09-01,"1"
"CONSOLAÇÃO","10544 ",2019-09-01,"1"
"FREGUESIA DO Ó","6250 ",2019-09-01,"1"
"HIGIENÓPOLIS","10582 ",2019-09-01,"1"
"INTERLAGOS","6208 ",2019-09-01,"1"
"IPIRANGA","8153 ",2019-09-01,"1"
"ITAIM BIBI","14566 ",2019-09-01,"1"
"ITAIM PAULISTA",NA,2019-09-01,"1"
"ITAQUERA","4774 ",2019-09-01,"1"
"JABAQUARA","7683 ",2019-09-01,"1"
"JAGUARÉ","6786 ",2019-09-01,"1"
"JARDIM AMÉRICA","13201 ",2019-09-01,"1"
"JARDIM MARAJOARA","6573 ",2019-09-01,"1"
"JARDIM PAULISTA","12417 ",2019-09-01,"1"
"JARDIM SAÚDE","8093 ",2019-09-01,"1"
"JARDINS","13488 ",2019-09-01,"1"
"LAPA",NA,2019-09-01,"1"
"LIMÃO","7079 ",2019-09-01,"1"
"MOEMA","11817 ",2019-09-01,"1"
"MOOCA",NA,2019-09-01,"1"
"MORUMBI","7066 ",2019-09-01,"1"
"PANAMBY","7616 ",2019-09-01,"1"
"PARAÍSO","10378 ",2019-09-01,"1"
"PENHA","5561 ",2019-09-01,"1"
"PERDIZES","10931 ",2019-09-01,"1"
"PINHEIROS","13615 ",2019-09-01,"1"
"PIRITUBA","5329 ",2019-09-01,"1"
"POMPÉIA","11387 ",2019-09-01,"1"
"REAL PARQUE","7556 ",2019-09-01,"1"
"SACOMÃ","5593 ",2019-09-01,"1"
"SANTA CECÍLIA","8039 ",2019-09-01,"1"
"SANTANA","8442 ",2019-09-01,"1"
"SÃO MATEUS",NA,2019-09-01,"1"
"SÃO MIGUEL PAULISTA",NA,2019-09-01,"1"
"SAPOPEMBA",NA,2019-09-01,"1"
"SAÚDE","9813 ",2019-09-01,"1"
"TATUAPÉ","9108 ",2019-09-01,"1"
"TUCURUVI","7279 ",2019-09-01,"1"
"VILA ANDRADE","7012 ",2019-09-01,"1"
"VILA CARRÃO","5959 ",2019-09-01,"1"
"VILA CLEMENTINO","10312 ",2019-09-01,"1"
"VILA FORMOSA","7764 ",2019-09-01,"1"
"VILA LEOPOLDINA","9817 ",2019-09-01,"1"
"VILA MARIA","6659 ",2019-09-01,"1"
"VILA MARIANA","10985 ",2019-09-01,"1"
"VILA MASCOTE","8257 ",2019-09-01,"1"
"VILA NOVA CONCEIÇÃO","15022 ",2019-09-01,"1"
"VILA OLÍMPIA","14817 ",2019-09-01,"1"
"VILA PRUDENTE","6362 ",2019-09-01,"1"
"VILA ROMANA","6959 ",2019-09-01,"1"
"VILA SÔNIA","7177 ",2019-09-01,"1"
"ACLIMAÇÃO","7738 ",2018-09-01,"2"
"ALTO DA BOA VISTA","8955 ",2018-09-01,"2"
"BARRA FUNDA","8417 ",2018-09-01,"2"
"BELA VISTA","7541 ",2018-09-01,"2"
"BELÉM","6553 ",2018-09-01,"2"
"BRÁS","6016 ",2018-09-01,"2"
"BROOKLIN PAULISTA","10984 ",2018-09-01,"2"
"BUTANTÃ","5738 ",2018-09-01,"2"
"CAMPO BELO","9718 ",2018-09-01,"2"
"CAMPO GRANDE","5715 ",2018-09-01,"2"
"CAMPO LIMPO","4651 ",2018-09-01,"2"
"CANGAÍBA","4745 ",2018-09-01,"2"
"CASA VERDE","6395 ",2018-09-01,"2"
"CENTRO","6840 ",2018-09-01,"2"
"CHÁCARA KLABIN","10307 ",2018-09-01,"2"
"CONSOLAÇÃO","9216 ",2018-09-01,"2"
"FREGUESIA DO Ó","5852 ",2018-09-01,"2"
"HIGIENÓPOLIS","9013 ",2018-09-01,"2"
"INTERLAGOS","6049 ",2018-09-01,"2"
"IPIRANGA","7381 ",2018-09-01,"2"
"ITAIM BIBI","11376 ",2018-09-01,"2"
"ITAIM PAULISTA","3666 ",2018-09-01,"2"
"ITAQUERA","4365 ",2018-09-01,"2"
"JABAQUARA","6326 ",2018-09-01,"2"
"JAGUARÉ","6372 ",2018-09-01,"2"
"JARDIM AMÉRICA","11366 ",2018-09-01,"2"
"JARDIM MARAJOARA","6345 ",2018-09-01,"2"
"JARDIM PAULISTA","10375 ",2018-09-01,"2"
"JARDIM SAÚDE","6530 ",2018-09-01,"2"
"JARDINS","10726 ",2018-09-01,"2"
"LAPA",NA,2018-09-01,"2"
"LIMÃO","6087 ",2018-09-01,"2"
"MOEMA","10777 ",2018-09-01,"2"
"MOOCA","6463 ",2018-09-01,"2"
"MORUMBI","6218 ",2018-09-01,"2"
"PANAMBY","7093 ",2018-09-01,"2"
"PARAÍSO","8871 ",2018-09-01,"2"
"PENHA","5435 ",2018-09-01,"2"
"PERDIZES","8806 ",2018-09-01,"2"
"PINHEIROS","10853 ",2018-09-01,"2"
"PIRITUBA","5485 ",2018-09-01,"2"
"POMPÉIA","9630 ",2018-09-01,"2"
"REAL PARQUE","6662 ",2018-09-01,"2"
"SACOMÃ","5806 ",2018-09-01,"2"
"SANTA CECÍLIA","7430 ",2018-09-01,"2"
"SANTANA","6472 ",2018-09-01,"2"
"SÃO MATEUS","4326 ",2018-09-01,"2"
"SÃO MIGUEL PAULISTA","4064 ",2018-09-01,"2"
"SAPOPEMBA","4713 ",2018-09-01,"2"
"SAÚDE","7957 ",2018-09-01,"2"
"TATUAPÉ","7051 ",2018-09-01,"2"
"TUCURUVI","6202 ",2018-09-01,"2"
"VILA ANDRADE","6219 ",2018-09-01,"2"
"VILA CARRÃO","6288 ",2018-09-01,"2"
"VILA CLEMENTINO","8709 ",2018-09-01,"2"
"VILA FORMOSA","6205 ",2018-09-01,"2"
"VILA LEOPOLDINA","9129 ",2018-09-01,"2"
"VILA MARIA","6522 ",2018-09-01,"2"
"VILA MARIANA","9094 ",2018-09-01,"2"
"VILA MASCOTE","7192 ",2018-09-01,"2"
"VILA NOVA CONCEIÇÃO","11670 ",2018-09-01,"2"
"VILA OLÍMPIA","10633 ",2018-09-01,"2"
"VILA PRUDENTE","6145 ",2018-09-01,"2"
"VILA ROMANA","9462 ",2018-09-01,"2"
"VILA SÔNIA","6220 ",2018-09-01,"2"
"ACLIMAÇÃO","7553 ",2019-09-01,"2"
"ALTO DA BOA VISTA","9148 ",2019-09-01,"2"
"BARRA FUNDA","8481 ",2019-09-01,"2"
"BELA VISTA","7571 ",2019-09-01,"2"
"BELÉM","6570 ",2019-09-01,"2"
"BRÁS","6021 ",2019-09-01,"2"
"BROOKLIN PAULISTA",NA,2019-09-01,"2"
"BUTANTÃ","5629 ",2019-09-01,"2"
"CAMPO BELO","9828 ",2019-09-01,"2"
"CAMPO GRANDE","5739 ",2019-09-01,"2"
"CAMPO LIMPO","4731 ",2019-09-01,"2"
"CANGAÍBA","4774 ",2019-09-01,"2"
"CASA VERDE","6419 ",2019-09-01,"2"
"CENTRO","5947 ",2019-09-01,"2"
"CHÁCARA KLABIN","10236 ",2019-09-01,"2"
"CONSOLAÇÃO","9668 ",2019-09-01,"2"
